DataR,DataI,y
-4.6787016,-8.736856,-1
-4.7735563999999995,-9.9535168,-1
-3.9208152,-7.2731927999999995,-1
-3.7334631999999996,-9.8807112,-1
-2.254019,-7.7425679999999995,-1
-4.9491575999999995,-8.4798624,-1
-5.197055199999999,-9.6368,-1
-2.3507636,-10.1024368,-1
-3.7034776,-8.9796256,-1
-3.1685535999999996,-8.6008208,-1
-4.4106096,-7.7000264,-1
-4.0109084,-10.1101856,-1
-6.4810716,-7.379172,-1
-4.1261,-9.284769599999999,-1
-6.0056864,-8.7922272,-1
-4.192175199999999,-7.110656,-1
-5.6656792,-7.3714504,-1
-4.3099248,-7.9243776,-1
-2.3075821999999997,-8.5764768,-1
-4.3992936,-9.6205032,-1
-5.715012,-8.011255199999999,-1
-3.7734172,-6.232069999999999,-1
-6.7860232,-10.052188,-1
-0.5979605,-9.159453599999999,-1
-4.9817084,-8.8970752,-1
-2.9479514,-9.157936,-1
-5.1285856,-8.376636,-1
-3.3812224,-6.9759072,-1
-2.1840018,-8.890388,-1
-5.0279864,-10.4028064,-1
-6.5912668,-8.9521464,-1
-4.5157728,-8.559555999999999,-1
-4.2868792,-9.481384,-1
-2.7278298,-8.7069648,-1
-4.6196864,-9.331604,-1
-3.3582744,-9.8251784,-1
-4.1169312,-7.1568824,-1
-4.62113,-6.3525944,-1
-6.647495999999999,-9.6216288,-1
-5.2729648,-7.0862495999999995,-1
-2.2727546,-8.651816799999999,-1
-4.723770399999999,-8.193561599999999,-1
-4.4763247999999995,-9.1273808,-1
-1.9118723999999998,-7.9846623999999995,-1
-4.4925516,-8.6633528,-1
-0.8402718,-8.1557496,-1
-3.9779427999999997,-9.828356,-1
-2.6546095999999997,-7.9476016,-1
-1.3404511,-6.1381556,-1
-6.1298075999999995,-9.950081599999999,-1
-1.4471439,-8.1235048,-1
-5.3005312,-10.7474616,-1
-1.6787683999999998,-7.305768,-1
-3.3963531999999996,-10.4784648,-1
-3.3161264,-7.5559056,-1
-3.1811716,-7.5868112,-1
-2.7214655999999997,-8.3586712,-1
-5.8270212,-7.7733984,-1
-2.5408844,-8.3838256,-1
-5.5949136,-6.610468399999999,-1
-6.447502399999999,-7.4843008,-1
-2.8606721999999998,-6.861198399999999,-1
-3.4942404,-7.3950488,-1
-2.45315,-9.965543199999999,-1
-3.887114,-7.7294744,-1
-5.058316,-7.6281656,-1
-4.659762,-5.3658296,-1
-3.1704162,-7.7274568,-1
-3.8735456,-9.4594544,-1
6.3418887999999995,-3.9180412,-1
-3.0521179999999997,-8.4893016,-1
-4.3062759999999995,-6.938530399999999,-1
-4.5950104,-7.8105256,-1
-4.6657044,-7.293752,-1
-5.1443512,-8.365283999999999,-1
-4.7183888,-7.8527439999999995,-1
-4.3854348,-7.7988056,-1
-2.6467888,-8.2984856,-1
-4.1659688,-10.5188408,-1
-6.045945199999999,-6.5089,-1
-3.6616584,-7.918412,-1
3.7866236,-4.163138,-1
1.9569847999999999,-3.0226812,-1
-2.8590641999999997,-9.1562624,-1
-4.5860411999999995,-8.7329752,-1
-6.2028468,-10.0405584,-1
-2.9275392,-7.789616,-1
-4.9993044,-9.31158,-1
-4.138758,-9.9091728,-1
-5.6231952,-10.083810399999999,-1
-4.056532,-8.367315999999999,-1
-4.2743456,-10.0304912,-1
-3.5220388,-7.4845112,-1
-4.1887492,-8.0409256,-1
-3.3993892,-7.837756,-1
-3.4296808,-6.8416136,-1
-5.639364,-9.0369488,-1
-2.5945092,-8.125673599999999,-1
-3.0684924,-6.5284724,-1
-4.0745524,-10.071889599999999,-1
-1.316468,-10.718010399999999,-1
-5.81656,-9.7033624,-1
-7.214042399999999,-8.591076,-1
-4.6652448,-8.8931416,-1
-4.3918256,-7.1426216,-1
-3.7442016,-7.294212,-1
-4.3162904,-10.0826072,-1
1.4064112,-1.2126519,-1
-1.868828,-8.271516799999999,-1
-3.6019568,-5.6007888,-1
-2.9662699999999997,-5.8096508,-1
-5.2162484,-8.022886399999999,-1
-5.4211196,-10.4886112,-1
-3.2694804,-8.7758944,-1
-4.9700532,-6.610212799999999,-1
-5.255904,-11.8814288,-1
6.7145247999999995,-5.1958572,-1
-5.0198192,-9.885080799999999,-1
-4.610834,-8.504461599999999,-1
-1.0129568,-9.4824336,-1
-3.8994267999999996,-9.4527848,-1
-3.2251,-9.2214016,-1
-3.8150872,-7.6649056,-1
-4.2097983999999995,-6.8773208,-1
-4.238402,-7.136191999999999,-1
-4.573454,-10.8194704,-1
-4.761632,-7.9009472,-1
-5.4186356,-10.078294399999999,-1
-4.5586648,-9.1688416,-1
-3.106019,-7.2537784,-1
-5.2544632,-9.99842,-1
3.3339026,-2.719502,-1
-4.7907548,-6.2887287999999995,-1
-4.9502388,-8.8699104,-1
-5.1261208,-9.323808,-1
-3.9466376,-6.642512399999999,-1
-3.3126108,-6.9282048,-1
-2.5802956,-10.112594399999999,-1
-4.0116439999999995,-7.868723999999999,-1
-3.7983919999999998,-5.317226,-1
-5.0307248,-7.9845368,-1
-4.653842399999999,-9.089879999999999,-1
-3.4720248,-9.9677472,-1
-3.3000884,-8.5847832,-1
-6.0191808,-8.8496592,-1
-4.243909599999999,-8.55222,-1
-4.8397124,-8.9722904,-1
-4.4012304,-8.4573232,-1
-5.4909564,-9.615444,-1
-3.4592712,-8.2898224,-1
-3.7940471999999996,-7.136494399999999,-1
-2.5468668,-6.995543199999999,-1
-4.7107643999999995,-10.9031392,-1
-4.1179404,-9.3947696,-1
-4.3373288,-10.5453248,-1
-3.43992,-6.5114431999999995,-1
-4.1094552,-8.6451504,-1
-5.6125804,-8.3349584,-1
-2.379828,-10.16494,-1
-3.0817227999999997,-8.092946399999999,-1
-5.0033736,-7.683216799999999,-1
4.1806824,-5.1286704,-1
-4.189780799999999,-8.1290392,-1
-4.753292,-9.2624912,-1
2.5822844,-4.352056,-1
-4.175635199999999,-10.172620799999999,-1
-1.9880327999999998,-7.252756,-1
