DataR,DataI,y
-5.713845999999999,-19.261246399999997,-1
-4.8392588,-16.631172799999998,-1
-5.7634728,-19.465256,-1
-6.772831999999999,-17.1913856,-1
-5.8532296,-18.1621664,-1
-6.3515472,-17.884888,-1
-5.3920676,-15.849886399999999,-1
-6.3960956,-16.7013568,-1
-4.0985736,-18.488070399999998,-1
-7.556534399999999,-16.9841872,-1
-7.955033599999999,-17.0724672,-1
-6.7348304,-16.9322944,-1
-6.3067003999999995,-17.348184,-1
-8.4529064,-16.6850272,-1
6.4568784,-17.50164,-1
-6.371798399999999,-17.163567999999998,-1
-7.789592799999999,-15.1367424,-1
-6.830715199999999,-17.2203792,-1
-8.7663984,-19.8801776,-1
-6.5780275999999995,-18.0070992,-1
-6.06062,-18.7356512,-1
-5.6696836,-19.832176,-1
-8.195416,-17.9653584,-1
-7.662128,-19.3758464,-1
-5.0457884,-18.3565136,-1
-7.1255695999999995,-18.6009568,-1
-6.671943199999999,-17.7222608,-1
-6.117222399999999,-15.707715199999999,-1
-5.0461,-18.9785456,-1
-8.734608,-18.2962672,-1
-6.121067999999999,-18.3355072,-1
-7.7959928,-18.723224,-1
-6.031979199999999,-15.5517968,-1
-5.0338612,-18.542412799999997,-1
-3.5122123999999997,-18.958744,-1
-6.633339599999999,-17.0183744,-1
-7.127923999999999,-19.4650672,-1
-6.650796799999999,-19.852415999999998,-1
-5.6700344,-17.4840272,-1
-6.076116799999999,-15.4854784,-1
-6.4498184,-16.2768528,-1
-6.295885999999999,-17.535912,-1
-7.120883999999999,-18.3417936,-1
-6.0682464,-16.4342512,-1
-4.310524399999999,-18.6995136,-1
-5.9230164,-16.847340799999998,-1
-5.6031948,-18.7452432,-1
-6.6940272,-18.0058272,-1
-7.6290455999999995,-19.41092,-1
-6.365886,-18.6456704,-1
-4.154502,-18.759159999999998,-1
-6.265235199999999,-17.018123199999998,-1
-5.8818424,-17.3709728,-1
-4.255476799999999,-17.8565888,-1
-7.791147199999999,-17.9781712,-1
-6.345166799999999,-16.9805664,-1
-5.6028535999999995,-16.0693136,-1
-6.4381832,-17.390224,-1
-9.079727199999999,-19.7515616,-1
-6.4538664,-17.8630864,-1
-6.1539288,-17.1166736,-1
-6.548915999999999,-17.3696704,-1
-6.3869359999999995,-18.0574688,-1
-7.881428799999999,-17.273352,-1
-6.409555999999999,-17.34288,-1
