DataR,DataI,y
-6.9997552,-13.2603072,-1
-4.2790327999999995,-14.128916799999999,-1
-7.3060567999999995,-14.189824,-1
-5.8804248,-13.511175999999999,-1
-6.2174764,-14.3164032,-1
-5.3557948,-11.693631199999999,-1
-6.700647999999999,-11.929347199999999,-1
-5.045011199999999,-13.297115199999999,-1
-7.004624,-11.0706784,-1
-5.8906263999999995,-14.408944,-1
-8.667111199999999,-12.6493904,-1
-6.263444,-14.8540336,-1
-7.1474383999999995,-14.518832,-1
-4.3260952,-15.7284048,-1
-7.7048336,-13.7295056,-1
-6.586943199999999,-10.7437088,-1
-6.078369599999999,-12.619268799999999,-1
-5.4871792,-14.395436799999999,-1
-4.4410752,-13.866433599999999,-1
-5.68795,-14.2533072,-1
-4.0605024,-15.905689599999999,-1
-5.9805719999999996,-10.811320799999999,-1
-3.4835716,-13.0622952,-1
-5.8589964,-13.050343999999999,-1
-7.0600008,-12.4883096,-1
-4.8980008,-12.810488,-1
-6.9677736,-13.9685104,-1
-7.080824,-13.9578048,-1
-2.7928979999999997,-11.8808888,-1
-4.7952544,-11.6176008,-1
-7.538136,-10.3472376,-1
-6.5111608,-12.834902399999999,-1
-4.2498696,-14.1187952,-1
-6.180417599999999,-11.616904799999999,-1
-5.743863999999999,-10.9152928,-1
-3.5194904,-15.260079999999999,-1
-9.412030399999999,-15.4896896,-1
-8.391527199999999,-13.3653944,-1
-6.3249872,-14.316233599999999,-1
-4.6613248,-14.8991744,-1
-5.2966776,-12.8379456,-1
-5.35665,-15.8604352,-1
-7.4318159999999995,-13.968831999999999,-1
-5.7306311999999995,-13.4514848,-1
-4.4358496,-12.6701832,-1
-8.4886336,-12.1559568,-1
-5.2409596,-15.1013936,-1
-4.4971988,-12.3046808,-1
-4.5446452,-13.6511632,-1
-5.6588008,-14.6943264,-1
-4.9855484,-16.1749152,-1
-3.044076,-11.908448799999999,-1
-5.0277959999999995,-11.718484799999999,-1
-6.5801324,-11.7795288,-1
-6.9724176,-11.9979176,-1
-5.3823444,-13.812385599999999,-1
-6.937824,-11.7409888,-1
-8.585968,-15.2001248,-1
-5.2407867999999995,-12.378903999999999,-1
-7.943239999999999,-13.197206399999999,-1
-5.723338,-14.0799808,-1
-5.5740612,-11.2049928,-1
-5.3466591999999995,-16.0599968,-1
-1.9432319999999998,-12.8373488,-1
-5.4644547999999995,-9.857233599999999,-1
-7.146166399999999,-14.622176,-1
-7.3901344,-14.8284992,-1
-7.791071199999999,-12.775608,-1
-6.490485199999999,-14.8049328,-1
-3.9854271999999997,-13.489695999999999,-1
-5.413063999999999,-12.071508,-1
-8.6880848,-14.5203312,-1
-6.5666224,-14.117327999999999,-1
-7.6382688,-11.2480368,-1
-3.9667383999999997,-13.768027199999999,-1
-7.095604,-13.262756,-1
-3.0975504,-12.6770984,-1
-4.1587524,-12.1128672,-1
-6.979711999999999,-14.5359456,-1
-4.0596416,-13.659955199999999,-1
-6.1907711999999995,-12.3635296,-1
-5.946931999999999,-16.099024,-1
-7.932965599999999,-13.7004336,-1
-4.6765484,-10.760701599999999,-1
-6.2648776,-13.0628608,-1
-5.7770952,-13.666556799999999,-1
-4.9826128,-14.2302912,-1
-5.6416832,-12.905636,-1
-6.1835271999999994,-13.238892,-1
-5.6118144,-13.0279896,-1
-4.422772,-12.9183232,-1
-6.389786399999999,-14.9981824,-1
-6.5155524,-11.9230328,-1
-5.5391512,-11.545454399999999,-1
-6.4546912,-15.2229792,-1
-5.0404424,-12.6752992,-1
-6.585117599999999,-13.0698896,-1
-5.3670816,-11.1703712,-1
-5.8946879999999995,-15.311454399999999,-1
-6.189448,-14.340883199999999,-1
-5.264144,-11.7024216,-1
-6.843458399999999,-13.2640864,-1
-4.9766084,-15.5248528,-1
-5.9310496,-13.419728,-1
-5.4698608,-10.6051824,-1
-4.4363312,-11.0132136,-1
-2.1696108,-14.786518399999999,-1
-7.744908,-16.0829056,-1
-6.7196592,-14.319230399999999,-1
-4.4661252,-11.6193072,-1
-5.8372104,-14.0282272,-1
-2.940118,-12.4967296,-1
-6.6875827999999995,-13.5008944,-1
-5.9670168,-10.1087008,-1
-4.7149111999999995,-16.754991999999998,-1
-7.300434399999999,-14.059105599999999,-1
-6.1909996,-14.657231999999999,-1
-4.6863231999999995,-14.3759184,-1
-5.1060007999999995,-15.579593599999999,-1
-5.43201,-12.7499632,-1
-6.089147199999999,-9.9138408,-1
-9.1810256,-11.341564799999999,-1
-6.136788,-13.6506928,-1
-3.3205823999999997,-12.1178928,-1
-3.697208,-13.4398976,-1
-5.7622832,-13.0999152,-1
-5.388316,-12.6301168,-1
-5.4005548,-12.159556799999999,-1
-8.028552,-14.146486399999999,-1
-6.3496368,-14.9077744,-1
-7.158988,-14.0631344,-1
-5.6736932,-16.8944288,-1
-3.0655172,-13.7540512,-1
-5.7809824,-11.4222576,-1
-7.1148336,-13.6377536,-1
-6.605582399999999,-15.1735808,-1
-6.0994236,-15.192304,-1
-1.7740112,-11.987721599999999,-1
-5.2099063999999995,-12.8900952,-1
-5.6767948,-13.389408,-1
-4.6063187999999995,-13.0604312,-1
-4.1261044,-11.489215999999999,-1
-4.7726992,-13.8386272,-1
-5.5437123999999995,-14.943227199999999,-1
-4.3676064,-12.6177896,-1
-7.526724,-12.8009088,-1
-4.5967996,-15.656008,-1
-5.721926,-13.4061896,-1
-4.1838564,-12.445091999999999,-1
-5.8821248,-12.6386592,-1
-8.1399648,-14.912982399999999,-1
-3.1001119999999998,-14.6750224,-1
-8.0896224,-12.831075199999999,-1
-3.8146047999999997,-11.322599199999999,-1
-8.6690504,-11.644788,-1
-6.6228012,-15.4473968,-1
-7.831496,-12.7263744,-1
-6.6015292,-13.281623999999999,-1
-6.8774847999999995,-12.4151536,-1
-4.4919424,-14.798496,-1
-5.3209776,-14.468508799999999,-1
-3.1491696,-15.5874768,-1
-7.0892928,-10.768968,-1
-4.912024,-13.420734399999999,-1
-7.6404912,-12.5800912,-1
-4.9068135999999996,-11.0144232,-1
-4.783702,-13.5224032,-1
-5.3862548,-11.152808,-1
-3.7964328,-11.299012,-1
-2.9357222,-14.109974399999999,-1
-4.6408632,-13.6352128,-1
-6.8098664,-14.69268,-1
-6.4229932,-14.152345599999999,-1
-7.5660848,-18.629984,-1
-5.498111199999999,-12.744852,-1
-4.3441484,-13.4806976,-1
-4.7375688,-10.7316728,-1
-7.2986792,-13.887118399999999,-1
-6.4332236,-15.0497648,-1
-6.170814,-13.2472496,-1
-2.5238988,-10.6558424,-1
-4.6902832,-10.469579999999999,-1
-5.976948,-14.8901696,-1
-5.6097535999999995,-15.4419136,-1
-3.5871003999999997,-15.0183088,-1
-3.8194519999999996,-11.6031304,-1
-3.340646,-11.6332688,-1
-6.7020696,-13.231725599999999,-1
-7.728552,-10.410025599999999,-1
-8.2595736,-14.2737792,-1
-4.2366952,-12.135703999999999,-1
-6.8768544,-14.244460799999999,-1
-6.108469599999999,-14.6721904,-1
-3.7553123999999998,-14.0434656,-1
-4.8981936,-13.2895048,-1
-7.0693535999999995,-14.2032624,-1
-5.1125348,-12.963356,-1
-6.6517656,-14.797008,-1
-6.2725456,-13.4645472,-1
-6.0245288,-14.080006399999998,-1
-6.1413204,-11.01778,-1
-3.4481683999999997,-14.7480544,-1
-6.750453599999999,-12.1413944,-1
-3.228014,-13.833913599999999,-1
-4.4567328,-12.854747999999999,-1
-6.8729704,-13.543512,-1
-4.98921,-10.5034104,-1
-5.513259199999999,-15.514217599999998,-1
-6.102151999999999,-10.9185032,-1
-7.0372248,-13.356609599999999,-1
-5.861014,-13.3266344,-1
-7.6846672,-15.182867199999999,-1
-5.3196596,-10.657484,-1
-4.925315599999999,-14.7233392,-1
-3.323708,-13.929219199999999,-1
-5.2304072,-10.873169599999999,-1
-7.957355199999999,-11.331503999999999,-1
-6.2292027999999995,-13.9373984,-1
-5.962844,-14.6464096,-1
-5.0624519999999995,-12.7612296,-1
-4.824364399999999,-13.0218288,-1
-6.8604984,-11.8329112,-1
-7.4679088,-15.201239999999999,-1
-3.2108616,-12.1802128,-1
-7.3007024,-13.013189599999999,-1
-4.8119336,-12.845045599999999,-1
-6.515890799999999,-12.2688624,-1
-3.9042155999999997,-13.078743999999999,-1
-3.9384151999999997,-15.430460799999999,-1
-5.6266888,-14.0675552,-1
-6.8001048,-12.848525599999999,-1
-5.0205392,-11.3853496,-1
-5.5803084,-13.566985599999999,-1
-7.9947392,-12.4060632,-1
